Model,Price_Original,Price,Price_VND,Ram_Original,Ram,SSD_Original,SSD,Graphics,GPU,G3Dmark,TDP,Perf_Per_Watt,Price_Objective,Budget_Score,Performance_Score,Energy_Consumption,Efficiency_Score
Dell/XPS 13/Ultrabook/13.3/IPS Panel Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,1649.0,1649.0,44523000.0,8GB,8.0,256GB SSD,256.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.23887908268680813,0.7611209173131919,0.08270826509444262,0.21212121212121213,0.15149291135615067
Asus/FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon/Gaming/15.6/Full HD 1920x1080/AMD FX 9830P 3GHz,699.0,699.0,18873000.0,8GB,8.0,1TB HDD,204.8,AMD Radeon RX 560,AMD Radeon RX 560,3681.0,75.0,48.43421052631579,0.07639259472107054,0.9236074052789295,0.12988317501910687,0.36363636363636365,0.2580534399330705
Acer/Aspire 5/Notebook/15.6/Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,689.0,689.0,18603000.0,8GB,8.0,1TB HDD,204.8,Nvidia GeForce MX150,Nvidia GeForce MX150,2252.0,25.0,86.61538461538461,0.07468221063722069,0.9253177893627793,0.09117786624337558,0.06060606060606061,0.4741655559105079
HP/Probook 430/Notebook/13.3/Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,1197.0,1197.0,32319000.0,16GB,16.0,512GB SSD,512.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.16156972209679404,0.838430277903206,0.17418113331149687,0.21212121212121213,0.15149291135615067
Dell/Inspiron 7577/Gaming/15.6/Full HD 1920x1080/Intel Core i5 7300HQ 2.5GHz,1195.0,1195.0,32265000.0,8GB,8.0,256GB SSD,256.0,Nvidia GeForce GTX 1060,Nvidia GeForce GTX 1060,10064.0,120.0,83.17355371900827,0.16122764528002406,0.8387723547199759,0.314398405939513,0.6363636363636364,0.4546841917147074
Asus/Zenbook UX430UA/Ultrabook/14.0/Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,1049.0,1049.0,28323000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.13625603765581598,0.863743962344184,0.06762159120495183,0.21212121212121213,0.08967492481741372
Acer/Spin 5/2 in 1 Convertible/13.3/IPS Panel Full HD / Touchscreen 1920x1080/Intel Core i5 8250U 1.6GHz,847.0,847.0,22869000.0,8GB,8.0,256GB SSD,256.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.10170627916204864,0.8982937208379513,0.08270826509444262,0.21212121212121213,0.15149291135615067
Dell/Inspiron 3567/Notebook/15.6/Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,599.9,599.9,16197300.0,8GB,8.0,1TB HDD,204.8,AMD Radeon R5 M430,AMD Radeon R5 M430,648.0,15.0,40.5,0.059442688450118346,0.9405573115498816,0.04773257913611664,0.0,0.21314442216812257
Dell/Inspiron 3567/Notebook/15.6/Full HD 1920x1080/Intel Core i3 6006U 2GHz,485.0,485.0,13095000.0,4GB,4.0,256GB SSD,256.0,AMD Radeon R5 M430,AMD Radeon R5 M430,648.0,15.0,40.5,0.03979037532668336,0.9602096246733166,0.04269381944619416,0.0,0.21314442216812257
Asus/X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce/Notebook/15.6/Full HD 1920x1080/Intel Core i3 7100U 2.4GHz,577.0,577.0,15579000.0,6GB,6.0,256GB SSD,256.0,Nvidia GeForce 920M,Nvidia GeForce 920M,717.0,33.0,21.08823529411765,0.055525908898102154,0.9444740911018978,0.05289605852167267,0.1090909090909091,0.10327044250322212
HP/Omen 15-ce007nv/Gaming/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1249.0,1249.0,33723000.0,12GB,12.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.17046371933281337,0.8295362806671867,0.24788396449058095,0.36363636363636365,0.45675536264763295
HP/15-bs017nv (i7-7500U/8GB/256GB/Radeon/Notebook/15.6/Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,719.0,719.0,19413000.0,8GB,8.0,256GB SSD,256.0,AMD Radeon 530,AMD Radeon 530,1036.0,50.0,20.313725490196077,0.07981336288877028,0.9201866371112297,0.06986969521361922,0.21212121212121213,0.09888658169841041
Dell/Inspiron 3576/Notebook/15.6/Full HD 1920x1080/Intel Core i5 8250U 1.6GHz,647.0,647.0,17469000.0,8GB,8.0,1TB HDD,204.8,AMD Radeon 520,AMD Radeon 520,873.0,50.0,17.11764705882353,0.06749859748505124,0.9325014025149487,0.053826836990937876,0.21212121212121213,0.08079621938994701
HP/Envy 13-ad009n/Ultrabook/13.3/IPS Panel Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,1119.0,1119.0,30213000.0,8GB,8.0,256GB SSD,256.0,Nvidia GeForce MX150,Nvidia GeForce MX150,2252.0,25.0,86.61538461538461,0.14822872624276506,0.8517712737572349,0.10280577322011976,0.06060606060606061,0.4741655559105079
Microsoft/Surface Laptop/Ultrabook/13.5/Touchscreen 2256x1504/Intel Core i5 7200U 2.5GHz,1340.0,1340.0,36180000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.18602821449584717,0.8139717855041528,0.06762159120495183,0.21212121212121213,0.08967492481741372
HP/Pavilion 14-BK001nv/Notebook/14.0/IPS Panel Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,659.0,659.0,17793000.0,6GB,6.0,256GB SSD,256.0,Nvidia GeForce 940MX,Nvidia GeForce 940MX,1508.0,23.0,62.833333333333336,0.06955105838567108,0.9304489416143289,0.07432076058017754,0.04848484848484849,0.3395549906916798
Lenovo/Ideapad 310-15ISK/Notebook/15.6/Full HD 1920x1080/Intel Core i3 6006U 2GHz,414.9,414.9,11202300.0,4GB,4.0,1TB HDD,204.8,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.02780058289889576,0.9721994171011042,0.03716017032427121,0.0,0.29274062902763853
Asus/UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce/Ultrabook/14.0/IPS Panel Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,1193.0,1193.0,32211000.0,8GB,8.0,256GB SSD,256.0,Nvidia GeForce 940MX,Nvidia GeForce 940MX,1508.0,23.0,62.833333333333336,0.1608855684632541,0.8391144315367459,0.08265409391351088,0.04848484848484849,0.3395549906916798
MSI/GP62M 7REX/Gaming/15.6/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1299.0,1299.0,35073000.0,16GB,16.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce GTX 1050 Ti,Nvidia GeForce GTX 1050 Ti,6349.0,75.0,83.53947368421052,0.17901563975206272,0.8209843602479373,0.2936203985991081,0.36363636363636365,0.45675536264763295
Lenovo/Thinkpad T470/Notebook/14.0/IPS Panel Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,1480.0,1480.0,39960000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.20997359166974533,0.7900264083302546,0.06762159120495183,0.21212121212121213,0.08967492481741372
Asus/VivoBook S15/Ultrabook/15.6/Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,1262.0,1262.0,34074000.0,16GB,16.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce MX150,Nvidia GeForce MX150,2252.0,25.0,86.61538461538461,0.17268721864181819,0.8273127813581818,0.18265073446042984,0.06060606060606061,0.4741655559105079
Dell/XPS 13/Ultrabook/13.3/Quad HD+ / Touchscreen 3200x1800/Intel Core i7 7560U 2.4GHz,1379.0,1379.0,37233000.0,8GB,8.0,256GB SSD,256.0,Intel Iris Plus Graphics 640,Intel Iris Plus Graphics 640,1790.0,15.0,111.875,0.19269871242286166,0.8073012875771384,0.09029223042488682,0.0,0.6171393920950881
Lenovo/ThinkPad Yoga/2 in 1 Convertible/13.3/IPS Panel Full HD / Touchscreen 1920x1080/Intel Core i5 7200U 2.5GHz,1399.0,1399.0,37773000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.1961194805905614,0.8038805194094386,0.06762159120495183,0.21212121212121213,0.08967492481741372
Dell/XPS 13/Ultrabook/13.3/IPS Panel Full HD 1920x1080/Intel Core i5 8250U 1.6GHz,1629.0,1629.0,43983000.0,8GB,8.0,256GB SSD,256.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.23545831451910837,0.7645416854808916,0.08270826509444262,0.21212121212121213,0.15149291135615067
HP/Spectre x360/2 in 1 Convertible/13.3/IPS Panel Full HD / Touchscreen 1920x1080/Intel Core i5 8250U 1.6GHz,1398.99,1398.99,37772730.0,8GB,8.0,256GB SSD,256.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.19611777020647755,0.8038822297935224,0.08270826509444262,0.21212121212121213,0.15149291135615067
HP/Probook 440/Notebook/14.0/Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,1084.0,1084.0,29268000.0,8GB,8.0,512GB SSD,512.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.14224238194929054,0.8577576180507095,0.14084779997816355,0.21212121212121213,0.15149291135615067
Dell/Inspiron 7570/Notebook/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,1130.33,1130.33,30518909.999999996,8GB,8.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce 940MX,Nvidia GeForce 940MX,1508.0,23.0,62.833333333333336,0.15016659140976696,0.849833408590233,0.12916572182048763,0.04848484848484849,0.3395549906916798
Asus/X705UV-BX074T (i3-6006U/4GB/1TB/GeForce/Notebook/17.3/Full HD 1920x1080/Intel Core i3 6006U 2GHz,564.0,564.0,15228000.0,4GB,4.0,1TB HDD,204.8,Nvidia GeForce 920MX,Nvidia GeForce 920MX,1064.0,16.0,62.588235294117645,0.053302409589097315,0.9466975904109027,0.042333518103252796,0.006060606060606058,0.33816769296863813
Asus/VivoBook S15/Notebook/15.6/Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,1118.0,1118.0,30186000.0,8GB,8.0,256GB SSD,256.0,Nvidia GeForce 940MX,Nvidia GeForce 940MX,1508.0,23.0,62.833333333333336,0.1480576878343801,0.8519423121656199,0.08265409391351088,0.04848484848484849,0.3395549906916798
Acer/Spin 3/Notebook/15.6/IPS Panel Full HD / Touchscreen 1920x1080/Intel Core i3 7100U 2.4GHz,479.0,479.0,12933000.0,6GB,6.0,1TB HDD,204.8,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.038764144876373426,0.9612358551236265,0.04766035089487432,0.21212121212121213,0.08967492481741372
MSI/GS63VR 7RG/Gaming/15.6/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,2241.5,2241.5,60520500.0,16GB,16.0,256GB SSD +  2TB HDD,665.6,Nvidia GeForce GTX 1070,Nvidia GeForce GTX 1070,14672.0,150.0,97.16556291390728,0.34021933965491286,0.6597806603450871,0.5655653959535387,0.8181818181818181,0.5338814083019026
Lenovo/IdeaPad 320-15IKBN/Notebook/15.6/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,629.0,629.0,16983000.0,8GB,8.0,256GB SSD,256.0,Nvidia GeForce 940MX,Nvidia GeForce 940MX,1508.0,23.0,62.833333333333336,0.06441990613412146,0.9355800938658785,0.08265409391351088,0.04848484848484849,0.3395549906916798
HP/Probook 470/Notebook/17.3/Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,1271.0,1271.0,34317000.0,16GB,16.0,512GB SSD,512.0,Nvidia GeForce 930MX ,Nvidia GeForce 930MX ,1278.0,17.0,71.0,0.1742265643172831,0.8257734356827169,0.16789727632341456,0.012121212121212116,0.3857797508234283
Acer/Aspire 3/Notebook/15.6/1366x768/AMD A9-Series 9420 3GHz,451.0,451.0,12177000.0,4GB,4.0,256GB SSD,256.0,AMD Radeon R5,AMD Radeon R5,1234.0,19.0,61.7,0.03397506944159379,0.9660249305584062,0.058565975459195244,0.024242424242424246,0.3331401260203351
HP/Probook 440/Notebook/14.0/Full HD 1920x1080/Intel Core i5 8250U 1.6GHz,812.0,812.0,21924000.0,8GB,8.0,1TB HDD,204.8,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.09571993486857408,0.9042800651314259,0.07108035811769844,0.21212121212121213,0.15149291135615067
Dell/Inspiron 5770/Notebook/17.3/Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,1396.0,1396.0,37692000.0,16GB,16.0,256GB SSD +  2TB HDD,665.6,AMD Radeon 530,AMD Radeon 530,1036.0,50.0,20.313725490196077,0.19560636536540643,0.8043936346345936,0.19622628436090606,0.21212121212121213,0.09888658169841041
HP/ProBook 470/Notebook/17.3/Full HD 1920x1080/Intel Core i5 8250U 1.6GHz,928.0,928.0,25056000.0,8GB,8.0,256GB SSD,256.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.11556039024123257,0.8844396097587675,0.08270826509444262,0.21212121212121213,0.15149291135615067
Dell/Inspiron 5567/Notebook/15.6/1366x768/Intel Core i5 7200U 2.5GHz,638.99,638.99,17252730.0,8GB,8.0,1TB HDD,204.8,AMD Radeon R7 M445,AMD Radeon R7 M445,947.0,25.0,36.42307692307692,0.06612857983388748,0.9338714201661125,0.05583117068541242,0.06060606060606061,0.19006832527346632
Dell/Inspiron 3567/Notebook/15.6/Full HD 1920x1080/Intel Core i3 6006U 2GHz,449.0,449.0,12123000.0,4GB,4.0,1TB HDD,204.8,AMD Radeon R5 M430,AMD Radeon R5 M430,648.0,15.0,40.5,0.033632992624823825,0.9663670073751762,0.031065912469449973,0.0,0.21314442216812257
Acer/Swift 3/Ultrabook/14.0/IPS Panel Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,884.0,884.0,23868000.0,8GB,8.0,256GB SSD,256.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.10803470027229314,0.8919652997277069,0.08270826509444262,0.21212121212121213,0.15149291135615067
Acer/Aspire A515-51G-37JS/Notebook/15.6/Full HD 1920x1080/Intel Core i3 7130U 2.7GHz,572.0,572.0,15444000.0,4GB,4.0,256GB SSD,256.0,Nvidia GeForce MX130,Nvidia GeForce MX130,1804.0,30.0,58.193548387096776,0.054670716856177214,0.9453292831438228,0.07400476202474238,0.09090909090909091,0.3132929972791064
HP/15-BS078nr (i7-7500U/8GB/1TB/W10)/Notebook/15.6/1366x768/Intel Core i7 7500U 2.7GHz,598.0,598.0,16146000.0,8GB,8.0,1TB HDD,204.8,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.05911771547418688,0.9408822845258131,0.05599368422820765,0.21212121212121213,0.08967492481741372
HP/Probook 440/Notebook/14.0/Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,988.0,988.0,26676000.0,8GB,8.0,256GB SSD,256.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.12582269474433178,0.8741773052556683,0.08270826509444262,0.21212121212121213,0.15149291135615067
Lenovo/V110-15IAP (N3350/4GB/1TB/No/Notebook/15.6/1366x768/Intel Celeron Dual Core N3350 1.1GHz,252.36,252.36,6813720.0,4GB,4.0,1TB HDD,204.8,Intel HD Graphics 500,Intel HD Graphics 500,301.0,30.0,9.709677419354838,0.0,1.0,0.021667212577792333,0.09090909090909091,0.038865816984104254
Asus/FX753VD-GC086T (i5-7300HQ/8GB/1TB/Gaming/17.3/Full HD 1920x1080/Intel Core i5 7300HQ 2.5GHz,938.0,938.0,25326000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.11727077432508243,0.8827292256749175,0.23121729782391426,0.36363636363636365,0.45675536264763295
Lenovo/IdeaPad 320-15IKBN/Notebook/15.6/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,499.0,499.0,13473000.0,4GB,4.0,1TB HDD,204.8,Nvidia GeForce 920MX,Nvidia GeForce 920MX,1064.0,16.0,62.588235294117645,0.04218491304407317,0.9578150869559269,0.042333518103252796,0.006060606060606058,0.33816769296863813
HP/Envy 13-AD007nv/Notebook/13.3/IPS Panel Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,699.0,699.0,18873000.0,4GB,4.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.07639259472107054,0.9236074052789295,0.050954924538285165,0.21212121212121213,0.08967492481741372
Acer/Aspire 5/Notebook/17.3/IPS Panel Full HD 1920x1080/Intel Core i3 7130U 2.7GHz,655.0,655.0,17685000.0,4GB,4.0,1TB HDD,204.8,Nvidia GeForce MX130,Nvidia GeForce MX130,1804.0,30.0,58.193548387096776,0.06886690475213114,0.9311330952478689,0.062376855047998184,0.09090909090909091,0.3132929972791064
Lenovo/ThinkPad E480/Notebook/14.0/IPS Panel Full HD 1920x1080/Intel Core i5 8250U 1.6GHz,1116.02,1116.02,30132540.0,8GB,8.0,256GB SSD,256.0,AMD Radeon RX 550,AMD Radeon RX 550,2674.0,50.0,52.431372549019606,0.1477190317857778,0.8522809682142222,0.1142358923967178,0.21212121212121213,0.2806780753257912
Lenovo/Legion Y520-15IKBN/Gaming/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,869.0,869.0,23463000.0,8GB,8.0,256GB SSD,256.0,Nvidia GeForce GTX 1050M,Nvidia GeForce GTX 1050M,5032.0,75.0,66.21052631578948,0.10546912414651832,0.8945308758534817,0.17810371471524433,0.36363636363636365,0.3586704930018014
HP/255 G6/Notebook/15.6/1366x768/AMD A6-Series 9220 2.5GHz,369.0,369.0,9963000.0,4GB,4.0,256GB SSD,256.0,AMD Radeon R4 Graphics,AMD Radeon R4 Graphics,346.0,15.0,21.625,0.019949919954024863,0.9800500800459752,0.03451397112550077,0.0,0.10630862451668338
Asus/ZenBook UX430UA/Ultrabook/14.0/Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,1099.0,1099.0,29673000.0,8GB,8.0,256GB SSD,256.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.14480795807506533,0.8551920419249347,0.08270826509444262,0.21212121212121213,0.15149291135615067
HP/EliteBook Folio/Ultrabook/12.5/IPS Panel 4K Ultra HD / Touchscreen 3840x2160/Intel Core M 6Y75 1.2GHz,2014.0,2014.0,54378000.0,8GB,8.0,512GB SSD,512.0,Intel HD Graphics 515,Intel HD Graphics 515,638.0,15.0,39.875,0.30130810174732836,0.6986918982526716,0.11722916509192303,0.0,0.2096068129743663
Asus/X541NA (N3350/4GB/1TB/FHD/W10)/Notebook/15.6/Full HD 1920x1080/Intel Celeron Dual Core N3350 1.1GHz,344.0,344.0,9288000.0,4GB,4.0,1TB HDD,204.8,Intel HD Graphics 500,Intel HD Graphics 500,301.0,30.0,9.709677419354838,0.015673959744400195,0.9843260402555998,0.021667212577792333,0.09090909090909091,0.038865816984104254
MSI/GE72MVR 7RG/Gaming/17.3/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,2029.0,2029.0,54783000.0,16GB,16.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce GTX 1070,Nvidia GeForce GTX 1070,14672.0,150.0,97.16556291390728,0.30387367787310315,0.6961263221268968,0.519053768046562,0.8181818181818181,0.5338814083019026
Acer/Aspire A315-51/Notebook/15.6/1366x768/Intel Core i3 6006U 2GHz,447.0,447.0,12069000.0,4GB,4.0,1TB HDD,204.8,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.03329091580805384,0.9667090841919461,0.03716017032427121,0.0,0.29274062902763853
Dell/Inspiron 5577/Gaming/15.6/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1249.26,1249.26,33730020.0,16GB,16.0,512GB SSD,512.0,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.17050818931899345,0.8294918106810065,0.30524830557585225,0.36363636363636365,0.45675536264763295
Dell/Inspiron 7567/Gaming/15.6/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,899.0,899.0,24273000.0,8GB,8.0,1.0TB Hybrid,614.4,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.11060027639806794,0.8893997236019321,0.2951707861960073,0.36363636363636365,0.45675536264763295
Lenovo/V110-15IKB (i5-7200U/4GB/128GB/W10)/Notebook/15.6/1366x768/Intel Core i5 7200U 2.5GHz,498.0,498.0,13446000.0,4GB,4.0,128GB SSD,128.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.04201387463568818,0.9579861253643118,0.021885157096424704,0.21212121212121213,0.08967492481741372
MSI/GE73VR 7RE/Gaming/17.3/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1890.0,1890.0,51030000.0,16GB,16.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce GTX 1060,Nvidia GeForce GTX 1060,10064.0,120.0,83.17355371900827,0.28009933910759,0.71990066089241,0.3942433671798231,0.6363636363636364,0.4546841917147074
HP/EliteBook 840/Ultrabook/14.0/Full HD 1920x1080/Intel Core i5 7500U 2.7GHz,1082.0,1082.0,29214000.0,4GB,4.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.14190030513252055,0.8580996948674795,0.050954924538285165,0.21212121212121213,0.08967492481741372
HP/15-BS103nv (i5-8250U/6GB/256GB/Radeon/Notebook/15.6/Full HD 1920x1080/Intel Core i5 8250U 1.6GHz,619.0,619.0,16713000.0,6GB,6.0,256GB SSD,256.0,AMD Radeon 520,AMD Radeon 520,873.0,50.0,17.11764705882353,0.06270952205027161,0.9372904779497284,0.05712141063434873,0.21212121212121213,0.08079621938994701
Lenovo/Yoga 520-14IKB/2 in 1 Convertible/14.0/IPS Panel Full HD / Touchscreen 1920x1080/Intel Core i3 7100U 2.4GHz,629.0,629.0,16983000.0,4GB,4.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.06441990613412146,0.9355800938658785,0.050954924538285165,0.21212121212121213,0.08967492481741372
Asus/ZenBook Flip/2 in 1 Convertible/13.3/Full HD / Touchscreen 1920x1080/Intel Core i5 8250U 1.6GHz,1315.0,1315.0,35505000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.1817522542862225,0.8182477457137776,0.06762159120495183,0.21212121212121213,0.08967492481741372
Dell/Inspiron 5579/2 in 1 Convertible/15.6/Full HD / Touchscreen 1920x1080/Intel Core i7 8550U 1.8GHz,1049.0,1049.0,28323000.0,8GB,8.0,256GB SSD,256.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.13625603765581598,0.863743962344184,0.08270826509444262,0.21212121212121213,0.15149291135615067
Asus/X555BP-XX180T (A9-9420/4GB/1TB/Radeon/Notebook/15.6/1366x768/AMD A9-Series 9420 3GHz,403.0,403.0,10881000.0,4GB,4.0,1TB HDD,204.8,AMD Radeon R5 M420,AMD Radeon R5 M420,503.0,15.0,31.4375,0.025765225839114426,0.9742347741608856,0.027138501851898512,0.0,0.16184908885865673
Acer/Aspire A517-51G/Notebook/17.3/IPS Panel Full HD 1920x1080/Intel Core i5 8250U 1.6GHz,805.0,805.0,21735000.0,4GB,4.0,256GB SSD,256.0,Nvidia GeForce MX150,Nvidia GeForce MX150,2252.0,25.0,86.61538461538461,0.09452266600987919,0.9054773339901208,0.0861391065534531,0.06060606060606061,0.4741655559105079
Dell/Inspiron 3576/Notebook/15.6/Full HD 1920x1080/Intel Core i5 8250U 1.6GHz,728.0,728.0,19656000.0,8GB,8.0,256GB SSD,256.0,AMD Radeon 520,AMD Radeon 520,873.0,50.0,17.11764705882353,0.08135270856423518,0.9186472914357648,0.06545474396768206,0.21212121212121213,0.08079621938994701
Lenovo/Legion Y520-15IKBN/Gaming/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1079.0,1079.0,29133000.0,16GB,16.0,256GB SSD,256.0,Nvidia GeForce GTX 1050 Ti,Nvidia GeForce GTX 1050 Ti,6349.0,75.0,83.53947368421052,0.1413871899073656,0.8586128100926345,0.24710877069213133,0.36363636363636365,0.45675536264763295
Acer/Aspire A315-31/Notebook/15.6/1366x768/Intel Celeron Dual Core N3350 1.1GHz,348.0,348.0,9396000.0,4GB,4.0,1TB HDD,204.8,Intel HD Graphics 500,Intel HD Graphics 500,301.0,30.0,9.709677419354838,0.016358113377940145,0.9836418866220599,0.021667212577792333,0.09090909090909091,0.038865816984104254
MSI/GE63VR 7RE/Gaming/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1799.0,1799.0,48573000.0,16GB,16.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce GTX 1060,Nvidia GeForce GTX 1060,10064.0,120.0,83.17355371900827,0.2645348439445562,0.7354651560554438,0.3942433671798231,0.6363636363636364,0.4546841917147074
Acer/Aspire 3/Notebook/15.6/1366x768/Intel Pentium Quad Core N4200 1.1GHz,363.51,363.51,9814770.0,4GB,4.0,1TB HDD,204.8,Intel HD Graphics 505,Intel HD Graphics 505,361.0,15.0,22.5625,0.01901091909199129,0.9809890809080087,0.023292348005744666,0.0,0.11161503830731778
